Gene		GRCP	GLCP
ENSG00000006837		0.000e+00	0.000e+00
ENSG00000011083		0.000e+00	0.000e+00
ENSG00000013561		0.000e+00	0.000e+00
ENSG00000015479		0.000e+00	0.000e+00
ENSG00000016082		0.000e+00	0.000e+00
ENSG00000019582		0.000e+00	0.000e+00
ENSG00000027847		0.000e+00	0.000e+00
ENSG00000028310		0.000e+00	0.000e+00
ENSG00000031003		0.000e+00	0.000e+00
ENSG00000035499		0.000e+00	0.000e+00
ENSG00000037241		0.000e+00	0.000e+00
ENSG00000037280		0.000e+00	0.000e+00
ENSG00000037474		0.000e+00	0.000e+00
ENSG00000037749		0.000e+00	0.000e+00
ENSG00000038274		0.000e+00	0.000e+00
ENSG00000038382		0.000e+00	0.000e+00
ENSG00000038427		0.000e+00	0.000e+00
ENSG00000039123		0.000e+00	0.000e+00
ENSG00000039139		1.601e-02	1.619e-02
ENSG00000039319		0.000e+00	0.000e+00
ENSG00000039537		0.000e+00	0.000e+00
ENSG00000039560		0.000e+00	0.000e+00
ENSG00000039600		0.000e+00	0.000e+00
ENSG00000040275		0.000e+00	0.000e+00
ENSG00000043143		0.000e+00	0.000e+00
ENSG00000043462		0.000e+00	0.000e+00
ENSG00000044115		0.000e+00	0.000e+00
ENSG00000047188		0.000e+00	0.000e+00
ENSG00000048140		0.000e+00	0.000e+00
ENSG00000048162		0.000e+00	0.000e+00
ENSG00000049167		0.000e+00	0.000e+00
ENSG00000049192		0.000e+00	0.000e+00
ENSG00000049656		0.000e+00	0.000e+00
ENSG00000049860		0.000e+00	0.000e+00
ENSG00000049883		0.000e+00	0.000e+00
ENSG00000050748		0.000e+00	0.000e+00
ENSG00000050767		4.370e-01	5.140e-01
ENSG00000051596		0.000e+00	0.000e+00
ENSG00000053108		4.580e-03	6.571e-03
ENSG00000055147		0.000e+00	0.000e+00
ENSG00000055163		0.000e+00	0.000e+00
ENSG00000056097		0.000e+00	0.000e+00
ENSG00000058729		0.000e+00	0.000e+00
ENSG00000061455		0.000e+00	0.000e+00
ENSG00000062194		0.000e+00	0.000e+00
ENSG00000063438		0.000e+00	0.000e+00
ENSG00000064651		0.000e+00	0.000e+00
ENSG00000064652		0.000e+00	0.000e+00
ENSG00000064692		0.000e+00	0.000e+00
ENSG00000066230		0.000e+00	0.000e+00
ENSG00000066583		0.000e+00	0.000e+00
ENSG00000067113		0.000e+00	0.000e+00
ENSG00000067248		0.000e+00	0.000e+00
ENSG00000068796		0.000e+00	0.000e+00
ENSG00000069011		0.000e+00	0.000e+00
ENSG00000069020		0.000e+00	0.000e+00
ENSG00000070193		0.000e+00	0.000e+00
ENSG00000070614		0.000e+00	0.000e+00
ENSG00000070808		0.000e+00	0.000e+00
ENSG00000070814		0.000e+00	0.000e+00
ENSG00000071539		0.000e+00	0.000e+00
ENSG00000072364		0.000e+00	0.000e+00
ENSG00000072571		1.101e-01	2.471e-01
ENSG00000072682		0.000e+00	0.000e+00
ENSG00000072786		0.000e+00	0.000e+00
ENSG00000072803		0.000e+00	0.000e+00
ENSG00000073578		0.000e+00	0.000e+00
ENSG00000074276		0.000e+00	0.000e+00
ENSG00000074317		0.000e+00	0.000e+00
ENSG00000078295		1.593e-04	1.593e-04
ENSG00000078795		5.537e-06	5.537e-06
ENSG00000079215		0.000e+00	0.000e+00
ENSG00000080709		0.000e+00	0.000e+00
ENSG00000081059		0.000e+00	0.000e+00
ENSG00000081189		0.000e+00	0.000e+00
ENSG00000081791		0.000e+00	0.000e+00
